Hobby,Personality,Stream,Career_Goal,Recommended_Courses,Nearby_Colleges,College_Websites,Course_Type,Average_Fees
coding,Analytical,Science,Software Developer,B.Tech in Computer Science,IIT Bombay | IIIT Hyderabad | VIT Vellore,https://www.iitb.ac.in | https://www.iiit.ac.in | https://vit.ac.in,full-time,309996
coding,Creative,Arts,Content Creator,Diploma in Content Creation,JNU Delhi | NIFT Delhi | Delhi University,https://www.jnu.ac.in | https://www.nift.ac.in | https://www.du.ac.in,part-time,79938
reading,Creative,Arts,Content Creator,B.A in Mass Communication,JNU Delhi | FTII Pune | NIFT Delhi,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.nift.ac.in,full-time,193347
reading,Creative,Arts,Content Creator,Diploma in Content Creation,JNU Delhi | FTII Pune | NIFT Delhi,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.nift.ac.in,part-time,73614
drawing,Creative,Arts,Content Creator,B.A in Mass Communication,TISS Mumbai | FTII Pune | NIFT Delhi,https://www.tiss.edu | https://www.ftii.ac.in | https://www.nift.ac.in,full-time,148038
drawing,Creative,Arts,Content Creator,Diploma in Content Creation,TISS Mumbai | FTII Pune | NIFT Delhi,https://www.tiss.edu | https://www.ftii.ac.in | https://www.nift.ac.in,part-time,28088
public speaking,Creative,Arts,Content Creator,B.A in Mass Communication,Delhi University | FTII Pune | JNU Delhi,https://www.du.ac.in | https://www.ftii.ac.in | https://www.jnu.ac.in,full-time,183690
public speaking,Creative,Arts,Content Creator,Diploma in Content Creation,Delhi University | FTII Pune | JNU Delhi,https://www.du.ac.in | https://www.ftii.ac.in | https://www.jnu.ac.in,part-time,40107
research,Creative,Arts,Content Creator,B.A in Mass Communication,Delhi University | TISS Mumbai | FTII Pune,https://www.du.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,full-time,265162
research,Creative,Arts,Content Creator,Diploma in Content Creation,Delhi University | TISS Mumbai | FTII Pune,https://www.du.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,part-time,71048
social work,Creative,Arts,Content Creator,B.A in Mass Communication,TISS Mumbai | Delhi University | NIFT Delhi,https://www.tiss.edu | https://www.du.ac.in | https://www.nift.ac.in,full-time,329538
social work,Creative,Arts,Content Creator,Diploma in Content Creation,TISS Mumbai | Delhi University | NIFT Delhi,https://www.tiss.edu | https://www.du.ac.in | https://www.nift.ac.in,part-time,18889
designing,Creative,Arts,Content Creator,B.A in Mass Communication,Delhi University | TISS Mumbai | JNU Delhi,https://www.du.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,full-time,326841
designing,Creative,Arts,Content Creator,Diploma in Content Creation,Delhi University | TISS Mumbai | JNU Delhi,https://www.du.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,part-time,16831
gaming,Creative,Arts,Content Creator,B.A in Mass Communication,TISS Mumbai | JNU Delhi | FTII Pune,https://www.tiss.edu | https://www.jnu.ac.in | https://www.ftii.ac.in,full-time,196059
gaming,Creative,Arts,Content Creator,Diploma in Content Creation,TISS Mumbai | JNU Delhi | FTII Pune,https://www.tiss.edu | https://www.jnu.ac.in | https://www.ftii.ac.in,part-time,15682
coding,Leadership,Arts,Lawyer,LLB,NLU Delhi | Government Law College Mumbai | Symbiosis Law School,https://nludelhi.ac.in | https://glcmumbai.com | https://www.symlaw.ac.in,full-time,116005
coding,Leadership,Arts,Lawyer,Diploma in Legal Studies,TISS Mumbai | Delhi University | JNU Delhi,https://www.tiss.edu | https://www.du.ac.in | https://www.jnu.ac.in,part-time,76982
reading,Leadership,Arts,Lawyer,LLB,NLU Delhi | Government Law College Mumbai | Symbiosis Law School,https://nludelhi.ac.in | https://glcmumbai.com | https://www.symlaw.ac.in,full-time,163888
reading,Leadership,Arts,Lawyer,Diploma in Legal Studies,TISS Mumbai | JNU Delhi | Delhi University,https://www.tiss.edu | https://www.jnu.ac.in | https://www.du.ac.in,part-time,25855
drawing,Leadership,Arts,Lawyer,LLB,NLU Delhi | Government Law College Mumbai | Symbiosis Law School,https://nludelhi.ac.in | https://glcmumbai.com | https://www.symlaw.ac.in,full-time,280781
drawing,Leadership,Arts,Lawyer,Diploma in Legal Studies,JNU Delhi | TISS Mumbai | Delhi University,https://www.jnu.ac.in | https://www.tiss.edu | https://www.du.ac.in,part-time,42499
public speaking,Leadership,Arts,Lawyer,LLB,NLU Delhi | Government Law College Mumbai | Symbiosis Law School,https://nludelhi.ac.in | https://glcmumbai.com | https://www.symlaw.ac.in,full-time,163929
public speaking,Leadership,Arts,Lawyer,Diploma in Legal Studies,TISS Mumbai | JNU Delhi | NIFT Delhi,https://www.tiss.edu | https://www.jnu.ac.in | https://www.nift.ac.in,part-time,30973
research,Leadership,Arts,Lawyer,LLB,NLU Delhi | Government Law College Mumbai | Symbiosis Law School,https://nludelhi.ac.in | https://glcmumbai.com | https://www.symlaw.ac.in,full-time,253146
research,Leadership,Arts,Lawyer,Diploma in Legal Studies,JNU Delhi | NIFT Delhi | Delhi University,https://www.jnu.ac.in | https://www.nift.ac.in | https://www.du.ac.in,part-time,39659
social work,Leadership,Arts,Lawyer,LLB,NLU Delhi | Government Law College Mumbai | Symbiosis Law School,https://nludelhi.ac.in | https://glcmumbai.com | https://www.symlaw.ac.in,full-time,135601
social work,Leadership,Arts,Lawyer,Diploma in Legal Studies,NIFT Delhi | FTII Pune | Delhi University,https://www.nift.ac.in | https://www.ftii.ac.in | https://www.du.ac.in,part-time,23529
designing,Leadership,Arts,Lawyer,LLB,NLU Delhi | Government Law College Mumbai | Symbiosis Law School,https://nludelhi.ac.in | https://glcmumbai.com | https://www.symlaw.ac.in,full-time,204784
designing,Leadership,Arts,Lawyer,Diploma in Legal Studies,NIFT Delhi | FTII Pune | Delhi University,https://www.nift.ac.in | https://www.ftii.ac.in | https://www.du.ac.in,part-time,31022
gaming,Leadership,Arts,Lawyer,LLB,NLU Delhi | Government Law College Mumbai | Symbiosis Law School,https://nludelhi.ac.in | https://glcmumbai.com | https://www.symlaw.ac.in,full-time,250688
gaming,Leadership,Arts,Lawyer,Diploma in Legal Studies,JNU Delhi | Delhi University | TISS Mumbai,https://www.jnu.ac.in | https://www.du.ac.in | https://www.tiss.edu,part-time,67740
coding,Leadership,Arts,Judge,LLB + Judicial Services Preparation,JNU Delhi | TISS Mumbai | NIFT Delhi,https://www.jnu.ac.in | https://www.tiss.edu | https://www.nift.ac.in,full-time,307711
coding,Leadership,Arts,Judge,Judiciary Coaching Program,JNU Delhi | TISS Mumbai | NIFT Delhi,https://www.jnu.ac.in | https://www.tiss.edu | https://www.nift.ac.in,part-time,43596
reading,Leadership,Arts,Judge,LLB + Judicial Services Preparation,TISS Mumbai | JNU Delhi | NIFT Delhi,https://www.tiss.edu | https://www.jnu.ac.in | https://www.nift.ac.in,full-time,226882
reading,Leadership,Arts,Judge,Judiciary Coaching Program,TISS Mumbai | JNU Delhi | NIFT Delhi,https://www.tiss.edu | https://www.jnu.ac.in | https://www.nift.ac.in,part-time,21534
drawing,Leadership,Arts,Judge,LLB + Judicial Services Preparation,Delhi University | JNU Delhi | NIFT Delhi,https://www.du.ac.in | https://www.jnu.ac.in | https://www.nift.ac.in,full-time,305000
drawing,Leadership,Arts,Judge,Judiciary Coaching Program,Delhi University | JNU Delhi | NIFT Delhi,https://www.du.ac.in | https://www.jnu.ac.in | https://www.nift.ac.in,part-time,75009
public speaking,Leadership,Arts,Judge,LLB + Judicial Services Preparation,TISS Mumbai | NIFT Delhi | JNU Delhi,https://www.tiss.edu | https://www.nift.ac.in | https://www.jnu.ac.in,full-time,189421
public speaking,Leadership,Arts,Judge,Judiciary Coaching Program,TISS Mumbai | NIFT Delhi | JNU Delhi,https://www.tiss.edu | https://www.nift.ac.in | https://www.jnu.ac.in,part-time,28397
research,Leadership,Arts,Judge,LLB + Judicial Services Preparation,Delhi University | FTII Pune | TISS Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,full-time,252609
research,Leadership,Arts,Judge,Judiciary Coaching Program,Delhi University | FTII Pune | TISS Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,part-time,36858
social work,Leadership,Arts,Judge,LLB + Judicial Services Preparation,JNU Delhi | Delhi University | FTII Pune,https://www.jnu.ac.in | https://www.du.ac.in | https://www.ftii.ac.in,full-time,228841
social work,Leadership,Arts,Judge,Judiciary Coaching Program,JNU Delhi | Delhi University | FTII Pune,https://www.jnu.ac.in | https://www.du.ac.in | https://www.ftii.ac.in,part-time,51590
designing,Leadership,Arts,Judge,LLB + Judicial Services Preparation,FTII Pune | NIFT Delhi | Delhi University,https://www.ftii.ac.in | https://www.nift.ac.in | https://www.du.ac.in,full-time,191903
designing,Leadership,Arts,Judge,Judiciary Coaching Program,FTII Pune | NIFT Delhi | Delhi University,https://www.ftii.ac.in | https://www.nift.ac.in | https://www.du.ac.in,part-time,60447
gaming,Leadership,Arts,Judge,LLB + Judicial Services Preparation,TISS Mumbai | NIFT Delhi | FTII Pune,https://www.tiss.edu | https://www.nift.ac.in | https://www.ftii.ac.in,full-time,343619
gaming,Leadership,Arts,Judge,Judiciary Coaching Program,TISS Mumbai | NIFT Delhi | FTII Pune,https://www.tiss.edu | https://www.nift.ac.in | https://www.ftii.ac.in,part-time,17737
coding,Social,Arts,Teacher,B.A/B.Sc + B.Ed,DU Delhi | Banaras Hindu University | Jamia Millia Islamia,https://www.du.ac.in | https://www.bhu.ac.in | https://www.jmi.ac.in,full-time,187771
coding,Social,Arts,Teacher,Diploma in Elementary Education,Delhi University | FTII Pune | JNU Delhi,https://www.du.ac.in | https://www.ftii.ac.in | https://www.jnu.ac.in,part-time,31713
reading,Social,Arts,Teacher,B.A/B.Sc + B.Ed,DU Delhi | Banaras Hindu University | Jamia Millia Islamia,https://www.du.ac.in | https://www.bhu.ac.in | https://www.jmi.ac.in,full-time,182994
reading,Social,Arts,Teacher,Diploma in Elementary Education,NIFT Delhi | FTII Pune | JNU Delhi,https://www.nift.ac.in | https://www.ftii.ac.in | https://www.jnu.ac.in,part-time,21833
drawing,Social,Arts,Teacher,B.A/B.Sc + B.Ed,DU Delhi | Banaras Hindu University | Jamia Millia Islamia,https://www.du.ac.in | https://www.bhu.ac.in | https://www.jmi.ac.in,full-time,113459
drawing,Social,Arts,Teacher,Diploma in Elementary Education,Delhi University | JNU Delhi | NIFT Delhi,https://www.du.ac.in | https://www.jnu.ac.in | https://www.nift.ac.in,part-time,59111
public speaking,Social,Arts,Teacher,B.A/B.Sc + B.Ed,DU Delhi | Banaras Hindu University | Jamia Millia Islamia,https://www.du.ac.in | https://www.bhu.ac.in | https://www.jmi.ac.in,full-time,284123
public speaking,Social,Arts,Teacher,Diploma in Elementary Education,NIFT Delhi | TISS Mumbai | FTII Pune,https://www.nift.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,part-time,65064
research,Social,Arts,Teacher,B.A/B.Sc + B.Ed,DU Delhi | Banaras Hindu University | Jamia Millia Islamia,https://www.du.ac.in | https://www.bhu.ac.in | https://www.jmi.ac.in,full-time,262594
research,Social,Arts,Teacher,Diploma in Elementary Education,Delhi University | NIFT Delhi | JNU Delhi,https://www.du.ac.in | https://www.nift.ac.in | https://www.jnu.ac.in,part-time,16108
social work,Social,Arts,Teacher,B.A/B.Sc + B.Ed,DU Delhi | Banaras Hindu University | Jamia Millia Islamia,https://www.du.ac.in | https://www.bhu.ac.in | https://www.jmi.ac.in,full-time,182258
social work,Social,Arts,Teacher,Diploma in Elementary Education,JNU Delhi | Delhi University | FTII Pune,https://www.jnu.ac.in | https://www.du.ac.in | https://www.ftii.ac.in,part-time,50948
designing,Social,Arts,Teacher,B.A/B.Sc + B.Ed,DU Delhi | Banaras Hindu University | Jamia Millia Islamia,https://www.du.ac.in | https://www.bhu.ac.in | https://www.jmi.ac.in,full-time,222149
designing,Social,Arts,Teacher,Diploma in Elementary Education,NIFT Delhi | JNU Delhi | TISS Mumbai,https://www.nift.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,part-time,15559
gaming,Social,Arts,Teacher,B.A/B.Sc + B.Ed,DU Delhi | Banaras Hindu University | Jamia Millia Islamia,https://www.du.ac.in | https://www.bhu.ac.in | https://www.jmi.ac.in,full-time,183418
gaming,Social,Arts,Teacher,Diploma in Elementary Education,FTII Pune | JNU Delhi | NIFT Delhi,https://www.ftii.ac.in | https://www.jnu.ac.in | https://www.nift.ac.in,part-time,50065
coding,Analytical,Arts,Professor,Bachelor's + Master's + NET Qualification,FTII Pune | Delhi University | TISS Mumbai,https://www.ftii.ac.in | https://www.du.ac.in | https://www.tiss.edu,full-time,233722
coding,Analytical,Arts,Professor,NET/SET Coaching Program,FTII Pune | Delhi University | TISS Mumbai,https://www.ftii.ac.in | https://www.du.ac.in | https://www.tiss.edu,part-time,77575
reading,Analytical,Arts,Professor,Bachelor's + Master's + NET Qualification,TISS Mumbai | FTII Pune | Delhi University,https://www.tiss.edu | https://www.ftii.ac.in | https://www.du.ac.in,full-time,222089
reading,Analytical,Arts,Professor,NET/SET Coaching Program,TISS Mumbai | FTII Pune | Delhi University,https://www.tiss.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,17750
drawing,Analytical,Arts,Professor,Bachelor's + Master's + NET Qualification,Delhi University | NIFT Delhi | FTII Pune,https://www.du.ac.in | https://www.nift.ac.in | https://www.ftii.ac.in,full-time,326591
drawing,Analytical,Arts,Professor,NET/SET Coaching Program,Delhi University | NIFT Delhi | FTII Pune,https://www.du.ac.in | https://www.nift.ac.in | https://www.ftii.ac.in,part-time,59752
public speaking,Analytical,Arts,Professor,Bachelor's + Master's + NET Qualification,NIFT Delhi | FTII Pune | TISS Mumbai,https://www.nift.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,full-time,200066
public speaking,Analytical,Arts,Professor,NET/SET Coaching Program,NIFT Delhi | FTII Pune | TISS Mumbai,https://www.nift.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,part-time,77242
research,Analytical,Arts,Professor,Bachelor's + Master's + NET Qualification,Delhi University | FTII Pune | NIFT Delhi,https://www.du.ac.in | https://www.ftii.ac.in | https://www.nift.ac.in,full-time,178576
research,Analytical,Arts,Professor,NET/SET Coaching Program,Delhi University | FTII Pune | NIFT Delhi,https://www.du.ac.in | https://www.ftii.ac.in | https://www.nift.ac.in,part-time,62555
social work,Analytical,Arts,Professor,Bachelor's + Master's + NET Qualification,Delhi University | NIFT Delhi | TISS Mumbai,https://www.du.ac.in | https://www.nift.ac.in | https://www.tiss.edu,full-time,210090
social work,Analytical,Arts,Professor,NET/SET Coaching Program,Delhi University | NIFT Delhi | TISS Mumbai,https://www.du.ac.in | https://www.nift.ac.in | https://www.tiss.edu,part-time,29063
designing,Analytical,Arts,Professor,Bachelor's + Master's + NET Qualification,FTII Pune | TISS Mumbai | JNU Delhi,https://www.ftii.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,full-time,209099
designing,Analytical,Arts,Professor,NET/SET Coaching Program,FTII Pune | TISS Mumbai | JNU Delhi,https://www.ftii.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,part-time,50222
gaming,Analytical,Arts,Professor,Bachelor's + Master's + NET Qualification,FTII Pune | Delhi University | JNU Delhi,https://www.ftii.ac.in | https://www.du.ac.in | https://www.jnu.ac.in,full-time,145766
gaming,Analytical,Arts,Professor,NET/SET Coaching Program,FTII Pune | Delhi University | JNU Delhi,https://www.ftii.ac.in | https://www.du.ac.in | https://www.jnu.ac.in,part-time,51764
coding,Leadership,Arts,IAS Officer,B.A in Political Science,JNU Delhi | TISS Mumbai | FTII Pune,https://www.jnu.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,full-time,282181
coding,Leadership,Arts,IAS Officer,UPSC Coaching Program,JNU Delhi | TISS Mumbai | FTII Pune,https://www.jnu.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,part-time,30009
reading,Leadership,Arts,IAS Officer,B.A in Political Science,Delhi University | JNU Delhi | FTII Pune,https://www.du.ac.in | https://www.jnu.ac.in | https://www.ftii.ac.in,full-time,150884
reading,Leadership,Arts,IAS Officer,UPSC Coaching Program,Delhi University | JNU Delhi | FTII Pune,https://www.du.ac.in | https://www.jnu.ac.in | https://www.ftii.ac.in,part-time,42629
drawing,Leadership,Arts,IAS Officer,B.A in Political Science,Delhi University | NIFT Delhi | JNU Delhi,https://www.du.ac.in | https://www.nift.ac.in | https://www.jnu.ac.in,full-time,315503
drawing,Leadership,Arts,IAS Officer,UPSC Coaching Program,Delhi University | NIFT Delhi | JNU Delhi,https://www.du.ac.in | https://www.nift.ac.in | https://www.jnu.ac.in,part-time,56662
public speaking,Leadership,Arts,IAS Officer,B.A in Political Science,Delhi University | FTII Pune | TISS Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,full-time,271631
public speaking,Leadership,Arts,IAS Officer,UPSC Coaching Program,Delhi University | FTII Pune | TISS Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,part-time,17751
research,Leadership,Arts,IAS Officer,B.A in Political Science,FTII Pune | JNU Delhi | Delhi University,https://www.ftii.ac.in | https://www.jnu.ac.in | https://www.du.ac.in,full-time,173827
research,Leadership,Arts,IAS Officer,UPSC Coaching Program,FTII Pune | JNU Delhi | Delhi University,https://www.ftii.ac.in | https://www.jnu.ac.in | https://www.du.ac.in,part-time,68902
social work,Leadership,Arts,IAS Officer,B.A in Political Science,NIFT Delhi | TISS Mumbai | FTII Pune,https://www.nift.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,full-time,338092
social work,Leadership,Arts,IAS Officer,UPSC Coaching Program,NIFT Delhi | TISS Mumbai | FTII Pune,https://www.nift.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,part-time,52303
designing,Leadership,Arts,IAS Officer,B.A in Political Science,NIFT Delhi | TISS Mumbai | FTII Pune,https://www.nift.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,full-time,182191
designing,Leadership,Arts,IAS Officer,UPSC Coaching Program,NIFT Delhi | TISS Mumbai | FTII Pune,https://www.nift.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,part-time,23347
gaming,Leadership,Arts,IAS Officer,B.A in Political Science,NIFT Delhi | Delhi University | JNU Delhi,https://www.nift.ac.in | https://www.du.ac.in | https://www.jnu.ac.in,full-time,216603
gaming,Leadership,Arts,IAS Officer,UPSC Coaching Program,NIFT Delhi | Delhi University | JNU Delhi,https://www.nift.ac.in | https://www.du.ac.in | https://www.jnu.ac.in,part-time,16935
coding,Leadership,Arts,IPS Officer,B.A in Public Administration,FTII Pune | TISS Mumbai | JNU Delhi,https://www.ftii.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,full-time,262127
coding,Leadership,Arts,IPS Officer,UPSC Coaching Program,FTII Pune | TISS Mumbai | JNU Delhi,https://www.ftii.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,part-time,48041
reading,Leadership,Arts,IPS Officer,B.A in Public Administration,NIFT Delhi | Delhi University | FTII Pune,https://www.nift.ac.in | https://www.du.ac.in | https://www.ftii.ac.in,full-time,118800
reading,Leadership,Arts,IPS Officer,UPSC Coaching Program,NIFT Delhi | Delhi University | FTII Pune,https://www.nift.ac.in | https://www.du.ac.in | https://www.ftii.ac.in,part-time,36835
drawing,Leadership,Arts,IPS Officer,B.A in Public Administration,TISS Mumbai | JNU Delhi | NIFT Delhi,https://www.tiss.edu | https://www.jnu.ac.in | https://www.nift.ac.in,full-time,327757
drawing,Leadership,Arts,IPS Officer,UPSC Coaching Program,TISS Mumbai | JNU Delhi | NIFT Delhi,https://www.tiss.edu | https://www.jnu.ac.in | https://www.nift.ac.in,part-time,65065
public speaking,Leadership,Arts,IPS Officer,B.A in Public Administration,FTII Pune | Delhi University | NIFT Delhi,https://www.ftii.ac.in | https://www.du.ac.in | https://www.nift.ac.in,full-time,222721
public speaking,Leadership,Arts,IPS Officer,UPSC Coaching Program,FTII Pune | Delhi University | NIFT Delhi,https://www.ftii.ac.in | https://www.du.ac.in | https://www.nift.ac.in,part-time,24477
research,Leadership,Arts,IPS Officer,B.A in Public Administration,TISS Mumbai | NIFT Delhi | Delhi University,https://www.tiss.edu | https://www.nift.ac.in | https://www.du.ac.in,full-time,127293
research,Leadership,Arts,IPS Officer,UPSC Coaching Program,TISS Mumbai | NIFT Delhi | Delhi University,https://www.tiss.edu | https://www.nift.ac.in | https://www.du.ac.in,part-time,78536
social work,Leadership,Arts,IPS Officer,B.A in Public Administration,NIFT Delhi | Delhi University | JNU Delhi,https://www.nift.ac.in | https://www.du.ac.in | https://www.jnu.ac.in,full-time,197072
social work,Leadership,Arts,IPS Officer,UPSC Coaching Program,NIFT Delhi | Delhi University | JNU Delhi,https://www.nift.ac.in | https://www.du.ac.in | https://www.jnu.ac.in,part-time,27352
designing,Leadership,Arts,IPS Officer,B.A in Public Administration,Delhi University | NIFT Delhi | TISS Mumbai,https://www.du.ac.in | https://www.nift.ac.in | https://www.tiss.edu,full-time,158557
designing,Leadership,Arts,IPS Officer,UPSC Coaching Program,Delhi University | NIFT Delhi | TISS Mumbai,https://www.du.ac.in | https://www.nift.ac.in | https://www.tiss.edu,part-time,69064
gaming,Leadership,Arts,IPS Officer,B.A in Public Administration,FTII Pune | Delhi University | NIFT Delhi,https://www.ftii.ac.in | https://www.du.ac.in | https://www.nift.ac.in,full-time,298615
gaming,Leadership,Arts,IPS Officer,UPSC Coaching Program,FTII Pune | Delhi University | NIFT Delhi,https://www.ftii.ac.in | https://www.du.ac.in | https://www.nift.ac.in,part-time,67989
coding,Social,Arts,Journalist,B.A in Journalism,IIMC Delhi | Symbiosis Pune | Amity University,https://iimc.gov.in | https://www.siu.edu.in | https://www.amity.edu,full-time,306958
coding,Social,Arts,Journalist,Diploma in Journalism,JNU Delhi | Delhi University | TISS Mumbai,https://www.jnu.ac.in | https://www.du.ac.in | https://www.tiss.edu,part-time,46139
reading,Social,Arts,Journalist,B.A in Journalism,IIMC Delhi | Symbiosis Pune | Amity University,https://iimc.gov.in | https://www.siu.edu.in | https://www.amity.edu,full-time,228439
reading,Social,Arts,Journalist,Diploma in Journalism,TISS Mumbai | JNU Delhi | FTII Pune,https://www.tiss.edu | https://www.jnu.ac.in | https://www.ftii.ac.in,part-time,59847
drawing,Social,Arts,Journalist,B.A in Journalism,IIMC Delhi | Symbiosis Pune | Amity University,https://iimc.gov.in | https://www.siu.edu.in | https://www.amity.edu,full-time,93923
drawing,Social,Arts,Journalist,Diploma in Journalism,NIFT Delhi | JNU Delhi | FTII Pune,https://www.nift.ac.in | https://www.jnu.ac.in | https://www.ftii.ac.in,part-time,66906
public speaking,Social,Arts,Journalist,B.A in Journalism,IIMC Delhi | Symbiosis Pune | Amity University,https://iimc.gov.in | https://www.siu.edu.in | https://www.amity.edu,full-time,201436
public speaking,Social,Arts,Journalist,Diploma in Journalism,Delhi University | JNU Delhi | FTII Pune,https://www.du.ac.in | https://www.jnu.ac.in | https://www.ftii.ac.in,part-time,63426
research,Social,Arts,Journalist,B.A in Journalism,IIMC Delhi | Symbiosis Pune | Amity University,https://iimc.gov.in | https://www.siu.edu.in | https://www.amity.edu,full-time,235633
research,Social,Arts,Journalist,Diploma in Journalism,FTII Pune | JNU Delhi | Delhi University,https://www.ftii.ac.in | https://www.jnu.ac.in | https://www.du.ac.in,part-time,40426
social work,Social,Arts,Journalist,B.A in Journalism,IIMC Delhi | Symbiosis Pune | Amity University,https://iimc.gov.in | https://www.siu.edu.in | https://www.amity.edu,full-time,120981
social work,Social,Arts,Journalist,Diploma in Journalism,FTII Pune | TISS Mumbai | JNU Delhi,https://www.ftii.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,part-time,77290
designing,Social,Arts,Journalist,B.A in Journalism,IIMC Delhi | Symbiosis Pune | Amity University,https://iimc.gov.in | https://www.siu.edu.in | https://www.amity.edu,full-time,331768
designing,Social,Arts,Journalist,Diploma in Journalism,TISS Mumbai | FTII Pune | Delhi University,https://www.tiss.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,71257
gaming,Social,Arts,Journalist,B.A in Journalism,IIMC Delhi | Symbiosis Pune | Amity University,https://iimc.gov.in | https://www.siu.edu.in | https://www.amity.edu,full-time,283000
gaming,Social,Arts,Journalist,Diploma in Journalism,NIFT Delhi | TISS Mumbai | Delhi University,https://www.nift.ac.in | https://www.tiss.edu | https://www.du.ac.in,part-time,76447
coding,Social,Arts,Air Hostess,B.Sc in Aviation & Hospitality,Delhi University | JNU Delhi | TISS Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,full-time,249835
coding,Social,Arts,Air Hostess,Air Hostess Training Program,Delhi University | JNU Delhi | TISS Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,part-time,26581
reading,Social,Arts,Air Hostess,B.Sc in Aviation & Hospitality,JNU Delhi | Delhi University | TISS Mumbai,https://www.jnu.ac.in | https://www.du.ac.in | https://www.tiss.edu,full-time,202991
reading,Social,Arts,Air Hostess,Air Hostess Training Program,JNU Delhi | Delhi University | TISS Mumbai,https://www.jnu.ac.in | https://www.du.ac.in | https://www.tiss.edu,part-time,60631
drawing,Social,Arts,Air Hostess,B.Sc in Aviation & Hospitality,JNU Delhi | Delhi University | NIFT Delhi,https://www.jnu.ac.in | https://www.du.ac.in | https://www.nift.ac.in,full-time,240807
drawing,Social,Arts,Air Hostess,Air Hostess Training Program,JNU Delhi | Delhi University | NIFT Delhi,https://www.jnu.ac.in | https://www.du.ac.in | https://www.nift.ac.in,part-time,50283
public speaking,Social,Arts,Air Hostess,B.Sc in Aviation & Hospitality,TISS Mumbai | FTII Pune | JNU Delhi,https://www.tiss.edu | https://www.ftii.ac.in | https://www.jnu.ac.in,full-time,174232
public speaking,Social,Arts,Air Hostess,Air Hostess Training Program,TISS Mumbai | FTII Pune | JNU Delhi,https://www.tiss.edu | https://www.ftii.ac.in | https://www.jnu.ac.in,part-time,69902
research,Social,Arts,Air Hostess,B.Sc in Aviation & Hospitality,JNU Delhi | FTII Pune | Delhi University,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.du.ac.in,full-time,270539
research,Social,Arts,Air Hostess,Air Hostess Training Program,JNU Delhi | FTII Pune | Delhi University,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.du.ac.in,part-time,76447
social work,Social,Arts,Air Hostess,B.Sc in Aviation & Hospitality,NIFT Delhi | FTII Pune | Delhi University,https://www.nift.ac.in | https://www.ftii.ac.in | https://www.du.ac.in,full-time,115679
social work,Social,Arts,Air Hostess,Air Hostess Training Program,NIFT Delhi | FTII Pune | Delhi University,https://www.nift.ac.in | https://www.ftii.ac.in | https://www.du.ac.in,part-time,53695
designing,Social,Arts,Air Hostess,B.Sc in Aviation & Hospitality,NIFT Delhi | Delhi University | FTII Pune,https://www.nift.ac.in | https://www.du.ac.in | https://www.ftii.ac.in,full-time,107881
designing,Social,Arts,Air Hostess,Air Hostess Training Program,NIFT Delhi | Delhi University | FTII Pune,https://www.nift.ac.in | https://www.du.ac.in | https://www.ftii.ac.in,part-time,21860
gaming,Social,Arts,Air Hostess,B.Sc in Aviation & Hospitality,TISS Mumbai | JNU Delhi | Delhi University,https://www.tiss.edu | https://www.jnu.ac.in | https://www.du.ac.in,full-time,128084
gaming,Social,Arts,Air Hostess,Air Hostess Training Program,TISS Mumbai | JNU Delhi | Delhi University,https://www.tiss.edu | https://www.jnu.ac.in | https://www.du.ac.in,part-time,35784
