Hobby,Personality,Stream,Career_Goal,Recommended_Courses,Nearby_Colleges,College_Websites,Course_Type,Average_Fees
coding,Analytical,Science,Software Engineer,Bachelor's in Software Engineer,NIT Trichy | IIT Bombay | IIT Delhi,https://www.nitt.edu | https://www.iitb.ac.in | https://home.iitd.ac.in,full-time,299353
research,Social,Arts,Social Worker,Bachelor's in Social Worker,JNU Delhi | St. Xavier's College Mumbai | TISS Mumbai,https://www.jnu.ac.in | https://xaviers.edu | https://www.tiss.edu,full-time,100606
research,Social,Arts,Social Worker,Diploma in Social Worker,St. Xavier's College Mumbai | Delhi University | JNU Delhi,https://xaviers.edu | https://www.du.ac.in | https://www.jnu.ac.in,part-time,42415
social work,Social,Arts,Social Worker,Bachelor's in Social Worker,TISS Mumbai | Delhi University | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.du.ac.in | https://xaviers.edu,full-time,246214
social work,Social,Arts,Social Worker,Diploma in Social Worker,FTII Pune | St. Xavier's College Mumbai | JNU Delhi,https://www.ftii.ac.in | https://xaviers.edu | https://www.jnu.ac.in,part-time,69606
designing,Social,Arts,Social Worker,Bachelor's in Social Worker,Delhi University | TISS Mumbai | FTII Pune,https://www.du.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,full-time,115546
designing,Social,Arts,Social Worker,Diploma in Social Worker,TISS Mumbai | JNU Delhi | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.jnu.ac.in | https://xaviers.edu,part-time,43165
gaming,Social,Arts,Social Worker,Bachelor's in Social Worker,TISS Mumbai | JNU Delhi | FTII Pune,https://www.tiss.edu | https://www.jnu.ac.in | https://www.ftii.ac.in,full-time,242749
gaming,Social,Arts,Social Worker,Diploma in Social Worker,JNU Delhi | TISS Mumbai | FTII Pune,https://www.jnu.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,part-time,29547
coding,Leadership,Arts,Civil Services Officer,Bachelor's in Civil Services Officer,TISS Mumbai | JNU Delhi | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.jnu.ac.in | https://xaviers.edu,full-time,298822
coding,Leadership,Arts,Civil Services Officer,Diploma in Civil Services Officer,St. Xavier's College Mumbai | FTII Pune | Delhi University,https://xaviers.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,32848
reading,Leadership,Arts,Civil Services Officer,Bachelor's in Civil Services Officer,St. Xavier's College Mumbai | FTII Pune | TISS Mumbai,https://xaviers.edu | https://www.ftii.ac.in | https://www.tiss.edu,full-time,119267
reading,Leadership,Arts,Civil Services Officer,Diploma in Civil Services Officer,Delhi University | JNU Delhi | FTII Pune,https://www.du.ac.in | https://www.jnu.ac.in | https://www.ftii.ac.in,part-time,49529
drawing,Leadership,Arts,Civil Services Officer,Bachelor's in Civil Services Officer,FTII Pune | St. Xavier's College Mumbai | Delhi University,https://www.ftii.ac.in | https://xaviers.edu | https://www.du.ac.in,full-time,156708
drawing,Leadership,Arts,Civil Services Officer,Diploma in Civil Services Officer,Delhi University | JNU Delhi | TISS Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,part-time,20687
public speaking,Leadership,Arts,Civil Services Officer,Bachelor's in Civil Services Officer,TISS Mumbai | JNU Delhi | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.jnu.ac.in | https://xaviers.edu,full-time,255658
public speaking,Leadership,Arts,Civil Services Officer,Diploma in Civil Services Officer,St. Xavier's College Mumbai | TISS Mumbai | JNU Delhi,https://xaviers.edu | https://www.tiss.edu | https://www.jnu.ac.in,part-time,16971
research,Leadership,Arts,Civil Services Officer,Bachelor's in Civil Services Officer,JNU Delhi | FTII Pune | Delhi University,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.du.ac.in,full-time,150679
research,Leadership,Arts,Civil Services Officer,Diploma in Civil Services Officer,TISS Mumbai | FTII Pune | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.ftii.ac.in | https://xaviers.edu,part-time,43460
social work,Leadership,Arts,Civil Services Officer,Bachelor's in Civil Services Officer,St. Xavier's College Mumbai | TISS Mumbai | Delhi University,https://xaviers.edu | https://www.tiss.edu | https://www.du.ac.in,full-time,98724
social work,Leadership,Arts,Civil Services Officer,Diploma in Civil Services Officer,TISS Mumbai | FTII Pune | JNU Delhi,https://www.tiss.edu | https://www.ftii.ac.in | https://www.jnu.ac.in,part-time,35424
designing,Leadership,Arts,Civil Services Officer,Bachelor's in Civil Services Officer,St. Xavier's College Mumbai | JNU Delhi | Delhi University,https://xaviers.edu | https://www.jnu.ac.in | https://www.du.ac.in,full-time,138139
designing,Leadership,Arts,Civil Services Officer,Diploma in Civil Services Officer,JNU Delhi | FTII Pune | TISS Mumbai,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,part-time,33646
gaming,Leadership,Arts,Civil Services Officer,Bachelor's in Civil Services Officer,FTII Pune | TISS Mumbai | Delhi University,https://www.ftii.ac.in | https://www.tiss.edu | https://www.du.ac.in,full-time,108558
gaming,Leadership,Arts,Civil Services Officer,Diploma in Civil Services Officer,JNU Delhi | Delhi University | St. Xavier's College Mumbai,https://www.jnu.ac.in | https://www.du.ac.in | https://xaviers.edu,part-time,52952
coding,Creative,Arts,Content Creator,Bachelor's in Content Creator,JNU Delhi | St. Xavier's College Mumbai | FTII Pune,https://www.jnu.ac.in | https://xaviers.edu | https://www.ftii.ac.in,full-time,233242
coding,Creative,Arts,Content Creator,Diploma in Content Creator,Delhi University | JNU Delhi | TISS Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,part-time,55185
reading,Creative,Arts,Content Creator,Bachelor's in Content Creator,JNU Delhi | FTII Pune | TISS Mumbai,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,full-time,154696
reading,Creative,Arts,Content Creator,Diploma in Content Creator,FTII Pune | St. Xavier's College Mumbai | Delhi University,https://www.ftii.ac.in | https://xaviers.edu | https://www.du.ac.in,part-time,46808
drawing,Creative,Arts,Content Creator,Bachelor's in Content Creator,St. Xavier's College Mumbai | FTII Pune | TISS Mumbai,https://xaviers.edu | https://www.ftii.ac.in | https://www.tiss.edu,full-time,197344
drawing,Creative,Arts,Content Creator,Diploma in Content Creator,JNU Delhi | St. Xavier's College Mumbai | TISS Mumbai,https://www.jnu.ac.in | https://xaviers.edu | https://www.tiss.edu,part-time,59497
public speaking,Creative,Arts,Content Creator,Bachelor's in Content Creator,Delhi University | St. Xavier's College Mumbai | JNU Delhi,https://www.du.ac.in | https://xaviers.edu | https://www.jnu.ac.in,full-time,128990
public speaking,Creative,Arts,Content Creator,Diploma in Content Creator,Delhi University | JNU Delhi | TISS Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,part-time,23413
research,Creative,Arts,Content Creator,Bachelor's in Content Creator,TISS Mumbai | Delhi University | JNU Delhi,https://www.tiss.edu | https://www.du.ac.in | https://www.jnu.ac.in,full-time,290082
research,Creative,Arts,Content Creator,Diploma in Content Creator,TISS Mumbai | St. Xavier's College Mumbai | Delhi University,https://www.tiss.edu | https://xaviers.edu | https://www.du.ac.in,part-time,63076
social work,Creative,Arts,Content Creator,Bachelor's in Content Creator,TISS Mumbai | JNU Delhi | Delhi University,https://www.tiss.edu | https://www.jnu.ac.in | https://www.du.ac.in,full-time,183711
social work,Creative,Arts,Content Creator,Diploma in Content Creator,Delhi University | TISS Mumbai | St. Xavier's College Mumbai,https://www.du.ac.in | https://www.tiss.edu | https://xaviers.edu,part-time,46635
designing,Creative,Arts,Content Creator,Bachelor's in Content Creator,St. Xavier's College Mumbai | Delhi University | JNU Delhi,https://xaviers.edu | https://www.du.ac.in | https://www.jnu.ac.in,full-time,132206
designing,Creative,Arts,Content Creator,Diploma in Content Creator,St. Xavier's College Mumbai | TISS Mumbai | Delhi University,https://xaviers.edu | https://www.tiss.edu | https://www.du.ac.in,part-time,20049
gaming,Creative,Arts,Content Creator,Bachelor's in Content Creator,FTII Pune | Delhi University | TISS Mumbai,https://www.ftii.ac.in | https://www.du.ac.in | https://www.tiss.edu,full-time,234146
gaming,Creative,Arts,Content Creator,Diploma in Content Creator,Delhi University | JNU Delhi | TISS Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,part-time,35016
coding,Analytical,Arts,Historian,Bachelor's in Historian,Delhi University | TISS Mumbai | FTII Pune,https://www.du.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,full-time,141778
coding,Analytical,Arts,Historian,Diploma in Historian,JNU Delhi | St. Xavier's College Mumbai | Delhi University,https://www.jnu.ac.in | https://xaviers.edu | https://www.du.ac.in,part-time,65784
reading,Analytical,Arts,Historian,Bachelor's in Historian,FTII Pune | JNU Delhi | St. Xavier's College Mumbai,https://www.ftii.ac.in | https://www.jnu.ac.in | https://xaviers.edu,full-time,179072
reading,Analytical,Arts,Historian,Diploma in Historian,Delhi University | FTII Pune | JNU Delhi,https://www.du.ac.in | https://www.ftii.ac.in | https://www.jnu.ac.in,part-time,59437
drawing,Analytical,Arts,Historian,Bachelor's in Historian,St. Xavier's College Mumbai | JNU Delhi | Delhi University,https://xaviers.edu | https://www.jnu.ac.in | https://www.du.ac.in,full-time,123601
drawing,Analytical,Arts,Historian,Diploma in Historian,FTII Pune | St. Xavier's College Mumbai | TISS Mumbai,https://www.ftii.ac.in | https://xaviers.edu | https://www.tiss.edu,part-time,42929
public speaking,Analytical,Arts,Historian,Bachelor's in Historian,TISS Mumbai | St. Xavier's College Mumbai | FTII Pune,https://www.tiss.edu | https://xaviers.edu | https://www.ftii.ac.in,full-time,280910
public speaking,Analytical,Arts,Historian,Diploma in Historian,TISS Mumbai | St. Xavier's College Mumbai | Delhi University,https://www.tiss.edu | https://xaviers.edu | https://www.du.ac.in,part-time,35598
research,Analytical,Arts,Historian,Bachelor's in Historian,Delhi University | St. Xavier's College Mumbai | FTII Pune,https://www.du.ac.in | https://xaviers.edu | https://www.ftii.ac.in,full-time,254675
research,Analytical,Arts,Historian,Diploma in Historian,Delhi University | FTII Pune | TISS Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,part-time,45961
social work,Analytical,Arts,Historian,Bachelor's in Historian,TISS Mumbai | JNU Delhi | Delhi University,https://www.tiss.edu | https://www.jnu.ac.in | https://www.du.ac.in,full-time,235994
social work,Analytical,Arts,Historian,Diploma in Historian,TISS Mumbai | FTII Pune | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.ftii.ac.in | https://xaviers.edu,part-time,66288
designing,Analytical,Arts,Historian,Bachelor's in Historian,FTII Pune | TISS Mumbai | JNU Delhi,https://www.ftii.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,full-time,147109
designing,Analytical,Arts,Historian,Diploma in Historian,FTII Pune | TISS Mumbai | JNU Delhi,https://www.ftii.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,part-time,35367
gaming,Analytical,Arts,Historian,Bachelor's in Historian,JNU Delhi | TISS Mumbai | FTII Pune,https://www.jnu.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,full-time,236738
gaming,Analytical,Arts,Historian,Diploma in Historian,St. Xavier's College Mumbai | TISS Mumbai | JNU Delhi,https://xaviers.edu | https://www.tiss.edu | https://www.jnu.ac.in,part-time,56448
